text,label
Do you have clothing tips for on a sunny afternoon?,sunny
What should I put on for with a rain forecast?,rainy
What should I put on for for snowy days?,snowy
What should I put on for in drizzly weather?,rainy
What should I put on for in warm weather?,hot
Do you have clothing tips for during snowfall?,snowy
What should be suitable clothing for on a humid day?,hot
Any ideas for dressing for on a humid day?,hot
Can you advise on what to wear for if it’s freezing?,cold
Any ideas for dressing for on a snowstorm day?,snowy
Any ideas for dressing for when it's sweltering?,hot
What would be ideal to wear for with rain showers?,rainy
What should I put on for for a clear day?,sunny
Any ideas for dressing for on a hot afternoon?,hot
What's a good outfit idea for for a brisk day?,cold
Do you have clothing tips for in warm weather?,hot
"Do you have clothing tips for on a warm, sunny day?",sunny
Can you suggest a good outfit for when it's chilly?,cold
Any ideas for dressing for when it's pouring?,rainy
Any ideas for dressing for in warm weather?,hot
What's a good outfit idea for during a sunny spell?,sunny
What's a good outfit idea for on a bright sunny day?,sunny
What would be ideal to wear for for a clear day?,sunny
What should I put on for when it's very hot?,hot
Any ideas for dressing for for a hot morning?,hot
Any ideas for dressing for if it's snow-covered outside?,snowy
"Can you suggest a good outfit for on a warm, sunny day?",sunny
Can you suggest a good outfit for if it's raining hard?,rainy
"What would be ideal to wear for on a warm, sunny day?",sunny
What should I put on for on a humid day?,hot
What would be ideal to wear for if it's snow-covered outside?,snowy
Can you advise on what to wear for with a rain forecast?,rainy
Do you have clothing tips for in heatwave conditions?,hot
Can you advise on what to wear for on a frosty day?,cold
What should I put on for during a chill?,cold
What should be suitable clothing for under snowy conditions?,snowy
What would be ideal to wear for when temperatures are low?,cold
Do you have clothing tips for if it’s freezing?,cold
What should be suitable clothing for for a brisk day?,cold
What would be ideal to wear for when the sun is shining?,sunny
Can you advise on what to wear for for a brisk day?,cold
Any ideas for dressing for on a wintry morning?,cold
Any ideas for dressing for on a hot afternoon?,hot
Any ideas for dressing for in drizzly weather?,rainy
Any ideas for dressing for during snowfall?,snowy
Do you have clothing tips for if it's snow-covered outside?,snowy
Any ideas for dressing for for a clear day?,sunny
Can you advise on what to wear for in wet conditions?,rainy
Any ideas for dressing for if it’s freezing?,cold
"Can you suggest a good outfit for on a warm, sunny day?",sunny
Do you have clothing tips for for a snowy forecast?,snowy
What's a good outfit idea for under snowy conditions?,snowy
What should be suitable clothing for on a sunny afternoon?,sunny
What would be ideal to wear for when it's very hot?,hot
Can you advise on what to wear for with snow on the ground?,snowy
Can you advise on what to wear for with temperatures soaring?,hot
What's a good outfit idea for when the sun is shining?,sunny
Any ideas for dressing for with rain showers?,rainy
Do you have clothing tips for under clear skies?,sunny
Any ideas for dressing for during snowfall?,snowy
What's a good outfit idea for in drizzly weather?,rainy
Can you advise on what to wear for in warm weather?,hot
Can you suggest a good outfit for for a brisk day?,cold
Can you advise on what to wear for in heatwave conditions?,hot
Can you suggest a good outfit for for a clear day?,sunny
What would be ideal to wear for with snow on the ground?,snowy
Do you have clothing tips for on a frosty day?,cold
Any ideas for dressing for in heatwave conditions?,hot
Can you suggest a good outfit for in drizzly weather?,rainy
Do you have clothing tips for if it’s freezing?,cold
What should I put on for if it's snow-covered outside?,snowy
Can you advise on what to wear for for a rainy afternoon?,rainy
What should be suitable clothing for in icy weather?,cold
Any ideas for dressing for in drizzly weather?,rainy
What would be ideal to wear for for snowy days?,snowy
What should be suitable clothing for during a sunny spell?,sunny
What's a good outfit idea for on a snowstorm day?,snowy
What would be ideal to wear for during a chill?,cold
Do you have clothing tips for during a sunny spell?,sunny
"Do you have clothing tips for on a warm, sunny day?",sunny
Any ideas for dressing for with rain showers?,rainy
What would be ideal to wear for for a rainy afternoon?,rainy
What should be suitable clothing for with snow on the ground?,snowy
What's a good outfit idea for on a snowstorm day?,snowy
Can you suggest a good outfit for during a chill?,cold
Do you have clothing tips for when it's chilly?,cold
Can you advise on what to wear for if it’s freezing?,cold
Any ideas for dressing for under snowy conditions?,snowy
Do you have clothing tips for when it's pouring?,rainy
What should be suitable clothing for when it's sweltering?,hot
What should I put on for with snow on the ground?,snowy
What should I put on for under clear skies?,sunny
Can you advise on what to wear for for a rainy afternoon?,rainy
What would be ideal to wear for in heatwave conditions?,hot
Can you suggest a good outfit for with snow on the ground?,snowy
What should I put on for with temperatures soaring?,hot
What should be suitable clothing for for a hot morning?,hot
What's a good outfit idea for when temperatures are low?,cold
Can you advise on what to wear for on a wintry morning?,cold
Can you advise on what to wear for on a humid day?,hot
What should I put on for for a snowy forecast?,snowy
Can you suggest a good outfit for with rain showers?,rainy
What would be ideal to wear for during a chill?,cold
Can you advise on what to wear for if it's raining hard?,rainy
What should I put on for on a damp day?,rainy
Can you advise on what to wear for on a sunny afternoon?,sunny
What would be ideal to wear for with snow on the ground?,snowy
What's a good outfit idea for under snowy conditions?,snowy
What's a good outfit idea for for a snowy forecast?,snowy
Can you advise on what to wear for with sunshine?,sunny
What would be ideal to wear for when the sun is shining?,sunny
What should I put on for with snow on the ground?,snowy
"Can you advise on what to wear for on a warm, sunny day?",sunny
What would be ideal to wear for for a snowy forecast?,snowy
What should I put on for for a rainy afternoon?,rainy
What's a good outfit idea for when it's chilly?,cold
Can you advise on what to wear for with temperatures soaring?,hot
Can you suggest a good outfit for on a bright sunny day?,sunny
Do you have clothing tips for in heatwave conditions?,hot
Any ideas for dressing for on a bright sunny day?,sunny
Can you advise on what to wear for for snowy days?,snowy
Can you suggest a good outfit for during snowfall?,snowy
Do you have clothing tips for for a hot morning?,hot
What's a good outfit idea for under clear skies?,sunny
Can you suggest a good outfit for on a bright sunny day?,sunny
Any ideas for dressing for when it's sweltering?,hot
What should be suitable clothing for if it's snow-covered outside?,snowy
"What should be suitable clothing for on a warm, sunny day?",sunny
What's a good outfit idea for in drizzly weather?,rainy
Can you suggest a good outfit for for a clear day?,sunny
What would be ideal to wear for with rain showers?,rainy
What should I put on for in warm weather?,hot
What's a good outfit idea for on a sunny afternoon?,sunny
What should I put on for on a wintry morning?,cold
Can you suggest a good outfit for on a sunny afternoon?,sunny
What would be ideal to wear for when it's sweltering?,hot
What should I put on for if it's raining hard?,rainy
Any ideas for dressing for on a hot afternoon?,hot
What would be ideal to wear for with rain showers?,rainy
What's a good outfit idea for in drizzly weather?,rainy
What should be suitable clothing for for a snowy forecast?,snowy
What would be ideal to wear for in drizzly weather?,rainy
What's a good outfit idea for when it's very hot?,hot
What should I put on for on a humid day?,hot
What should be suitable clothing for when snow is expected?,snowy
Any ideas for dressing for on a damp day?,rainy
What should be suitable clothing for if it's snow-covered outside?,snowy
What's a good outfit idea for under snowy conditions?,snowy
What would be ideal to wear for when it's sweltering?,hot
What's a good outfit idea for on a snowstorm day?,snowy
Can you advise on what to wear for for a hot morning?,hot
What's a good outfit idea for under snowy conditions?,snowy
What should be suitable clothing for if it's snow-covered outside?,snowy
What should be suitable clothing for when it's very hot?,hot
